"x","y","z","vsx_rx","optix","domain","density","knnd","sample"
24642.099609375,31614.80078125,-125.817001342773,1061.5,2379,"Optix",2.89028339652663e-06,4.01900485927667,"Larval brain 1"
24536.5,31510.80078125,-123.732002258301,1689,1887,"Rx",1.55903629500142e-06,6.76572677673278,"Larval brain 1"
24642.80078125,31613.900390625,-120.218002319336,1025.5,2391,"Optix",2.75121381561429e-06,4.48354770448673,"Larval brain 1"
24647.599609375,31621.30078125,-127.595001220703,1106.5,1787,"Optix",2.32724860182009e-06,5.66075649524453,"Larval brain 1"
24634.30078125,31604.099609375,-117.542999267578,1197,2253,"Optix",2.09074914888873e-06,4.38926600109243,"Larval brain 1"
24530,31495.900390625,-121.014999389648,989,2039,"Optix",1.42461363158681e-06,5.33635966126472,"Larval brain 1"
24649.19921875,31617,-122.791000366211,939.5,2095,"Optix",2.57334577489626e-06,5.78900132266909,"Larval brain 1"
24535.19921875,31509.69921875,-133.358001708984,1999,2669,"Rx",2.6635350279088e-06,4.61079165643558,"Larval brain 1"
24641.80078125,31609,-121.373001098633,1065.5,2371,"Optix",2.93733698074365e-06,4.65649449976508,"Larval brain 1"
24633.900390625,31605,-124.475997924805,1381,2479,"Optix",2.76363398345646e-06,5.77147406740423,"Larval brain 1"
24644.900390625,31611.19921875,-118.947998046875,903.5,2131,"Optix",2.30103491994295e-06,5.19583774900134,"Larval brain 1"
24644.69921875,31618.5,-134.371002197266,857,1635,"Optix",1.15598378877592e-06,7.65303942603486,"Larval brain 1"
24528.80078125,31502.69921875,-130.022003173828,1603,2379,"Rx",1.79770807499121e-06,4.74579728257592,"Larval brain 1"
24645.5,31615.400390625,-124.551002502441,1146.5,2551,"Optix",2.87193385849067e-06,4.13042966183044,"Larval brain 1"
24529.5,31504.30078125,-134.074996948242,1603,2203,"Rx",2.32478401931486e-06,4.89224523529259,"Larval brain 1"
24535.19921875,31505.099609375,-126.069000244141,1675,2421,"Rx",1.79371505159352e-06,5.13530203337376,"Larval brain 1"
24639.30078125,31604.900390625,-118.122001647949,1156.5,2328,"Optix",2.18819712923732e-06,4.11031066643087,"Larval brain 1"
24540.69921875,31515.30078125,-126.057998657227,1729,2009,"Rx",1.55671376124209e-06,6.99266776784423,"Larval brain 1"
24529.099609375,31500.599609375,-125.964996337891,1547,2181,"Rx",1.59200347812129e-06,5.1788562403769,"Larval brain 1"
24542.400390625,31519.69921875,-139.82600402832,1793,3459,"Rx",1.19739833426011e-06,5.08282177771298,"Larval brain 1"
24636.69921875,31610.400390625,-129.281997680664,1144.5,1887,"Optix",2.09670504398376e-06,6.19027657231841,"Larval brain 1"
24552.80078125,31509.19921875,-108.78800201416,1391,1179,"Rx",3.76666521783757e-07,14.5929927230973,"Larval brain 1"
24635.5,31601.099609375,-120.25,1395,2411,"Optix",2.77072178907704e-06,4.41784597813459,"Larval brain 1"
24535.69921875,31504.19921875,-133.468002319336,1608,2511,"Rx",2.55556304727535e-06,4.21713523618291,"Larval brain 1"
24637.400390625,31597.900390625,-119.694999694824,1437,2063,"Vsx",2.47813925423724e-06,5.12749968476339,"Larval brain 1"
24534,31497.19921875,-121.059997558594,1179,2293,"Optix",1.62976640750464e-06,4.68930033546398,"Larval brain 1"
24639.69921875,31604.599609375,-126.681999206543,1021,2191,"Optix",2.74530805165731e-06,5.91587269571966,"Larval brain 1"
24530.69921875,31497.5,-127.213996887207,1557,2167,"Rx",1.67456898241385e-06,5.85094199624578,"Larval brain 1"
24537.400390625,31509.19921875,-138.990997314453,1797,2719,"Rx",1.45367335205394e-06,4.97722894465169,"Larval brain 1"
24533.400390625,31491,-110.373001098633,1269,1729,"Optix",6.68746674020328e-07,5.79985647874827,"Larval brain 1"
24534.400390625,31501,-123.355003356934,1187,2461,"Optix",1.7296049534981e-06,4.73049001334907,"Larval brain 1"
24545.900390625,31518.30078125,-136.046005249023,1847,2936,"Rx",2.45459651215381e-06,4.72882595820737,"Larval brain 1"
24648.099609375,31615.5,-127.557998657227,943.5,2425,"Optix",2.60749198971062e-06,4.54313872953674,"Larval brain 1"
24533.69921875,31490.69921875,-104.197998046875,1056.5,1467,"Rx",1.91015908440454e-07,8.6251515642374,"Larval brain 1"
24530.599609375,31493,-112.375,1301,1973,"Optix",8.80147466116056e-07,5.82537654700548,"Larval brain 1"
24542.80078125,31513.5,-133.410995483398,2253,2931,"Rx",2.69126900904856e-06,4.64419157770293,"Larval brain 1"
24637.69921875,31601.5,-118.795997619629,1309,2411,"Optix",2.44109645659087e-06,4.10614764597599,"Larval brain 1"
24535.30078125,31506.69921875,-137.832992553711,2051,2435,"Rx",1.8212689120009e-06,4.59552650469155,"Larval brain 1"
24533.400390625,31496.400390625,-117.204002380371,1183.5,2181,"Optix",1.40324419830266e-06,4.94294863105268,"Larval brain 1"
24538.099609375,31516.5,-137.613006591797,1843,3093,"Rx",2.08271446705834e-06,4.94071959320804,"Larval brain 1"
24540.599609375,31509.80078125,-130.936996459961,1994,2587,"Rx",2.31710302956945e-06,5.65755348428287,"Larval brain 1"
24544.19921875,31509,-122.436996459961,1319,1969,"Optix",1.76159258826096e-06,5.65169429676006,"Larval brain 1"
24648.400390625,31606.80078125,-122.047996520996,1309.5,2167,"Optix",2.81897622599505e-06,4.77164134731764,"Larval brain 1"
24538,31500.19921875,-135.106994628906,1553,2403,"Rx",2.38646940699079e-06,3.64018718020114,"Larval brain 1"
24641,31604.900390625,-131.643997192383,979,2186,"Optix",1.78706729386419e-06,5.63659474380173,"Larval brain 1"
24652.599609375,31611.19921875,-123.174003601074,1589,2249,"Rx",2.69087153711035e-06,4.95611652996415,"Larval brain 1"
24537.099609375,31499.5,-128.731002807617,1387,2715,"Optix",1.89402891249639e-06,4.82158527009828,"Larval brain 1"
24538,31502.80078125,-134.669006347656,1671,2657,"Rx",2.57014266886362e-06,3.53263853198733,"Larval brain 1"
24643.30078125,31604.19921875,-117.415000915527,1197,1995,"Optix",1.72070853163199e-06,5.81729838413464,"Larval brain 1"
24534.099609375,31499.69921875,-133.302993774414,1513,2289,"Rx",2.31546558754667e-06,4.4386895735724,"Larval brain 1"
24546.900390625,31507.400390625,-122.081001281738,984.5,1843,"Optix",1.89322425337546e-06,5.57334489485942,"Larval brain 1"
24537.30078125,31496.599609375,-117.392997741699,939.5,2403,"Optix",1.60918694947285e-06,4.67399541589823,"Larval brain 1"
24533.69921875,31501.69921875,-134.658996582031,1599,2375,"Rx",2.38514287048348e-06,3.97117311718367,"Larval brain 1"
24640.69921875,31612.19921875,-135.932006835938,857.5,1585,"Optix",9.9238715878946e-07,6.90467884878361,"Larval brain 1"
24647.30078125,31611.30078125,-127.498001098633,1151.5,2379,"Optix",2.739224117093e-06,4.80543761864026,"Larval brain 1"
24546.19921875,31514.19921875,-134.949005126953,1919,2759,"Rx",2.64706541547341e-06,4.07187983767243,"Larval brain 1"
24646,31609.69921875,-123.860000610352,1021,2331,"Optix",2.98879843892834e-06,4.68366741873578,"Larval brain 1"
24547.099609375,31515.5,-138.744995117188,1837,2841,"Rx",1.60237180443046e-06,4.44746026962398,"Larval brain 1"
24545.5,31508.599609375,-125.264999389648,1137,1973,"Optix",1.89463231241981e-06,5.31403710031175,"Larval brain 1"
24651.30078125,31620.5,-134.373992919922,1145,1395,"Rx",1.14391105514164e-06,8.66638219331337,"Larval brain 1"
24540,31500,-120.052001953125,1101,2538,"Optix",1.78854146633596e-06,5.17643942850242,"Larval brain 1"
24529.400390625,31487,-114.136001586914,1765,1269,"Rx",1.05647045018998e-06,7.43490564066511,"Larval brain 1"
24543,31513.900390625,-137.417007446289,2093,3315,"Rx",2.15074500897782e-06,4.54770075468713,"Larval brain 1"
24661.599609375,31618.5,-132.225997924805,1427,1269,"Rx",1.52641498745526e-06,8.0292306488146,"Larval brain 1"
24537.400390625,31495.80078125,-130.218002319336,939,2421,"Optix",1.917164395373e-06,5.20102830993939,"Larval brain 1"
24543.099609375,31504.69921875,-137.158004760742,1679,2755,"Rx",2.10003128493601e-06,4.8979849967504,"Larval brain 1"
24546.099609375,31502.900390625,-128.481002807617,1043,2385,"Optix",1.97776559944411e-06,4.88527519266119,"Larval brain 1"
24537.599609375,31488.30078125,-111.877998352051,893.5,2123,"Optix",9.7460831090561e-07,5.68570939493768,"Larval brain 1"
24543.80078125,31498.900390625,-122.291999816895,939.5,2583,"Optix",2.08662823489737e-06,4.94182912170602,"Larval brain 1"
24538.900390625,31497.599609375,-124.733001708984,939.5,2999,"Optix",2.00953383022105e-06,4.97391099696471,"Larval brain 1"
24544.19921875,31495.30078125,-114.291000366211,1137,2213,"Optix",1.43191322092698e-06,4.88573688161862,"Larval brain 1"
24539.900390625,31500.30078125,-131.317001342773,1229,2622,"Optix",2.23989184778415e-06,4.42723308790479,"Larval brain 1"
24550.5,31509.19921875,-127.69100189209,1233,1959,"Optix",1.84116028192726e-06,5.66783416744523,"Larval brain 1"
24547.599609375,31510.30078125,-134.835006713867,1801,2607,"Rx",2.64605468277883e-06,4.38873623330435,"Larval brain 1"
24653.400390625,31609.19921875,-123.054000854492,1761,2207,"Rx",2.71129929581494e-06,4.50176951462858,"Larval brain 1"
24652.5,31613.80078125,-128.330001831055,1143,2257,"Optix",2.52901505023916e-06,5.49649846095339,"Larval brain 1"
24542.69921875,31503.5,-131.611999511719,1593,2635,"Rx",2.34444479167244e-06,5.32130759741564,"Larval brain 1"
24640.099609375,31600.099609375,-125.531997680664,1229,2289,"Optix",2.82938005189419e-06,5.65893535435818,"Larval brain 1"
24643.69921875,31608.5,-136.257995605469,903.5,1589,"Optix",1.06449868500418e-06,6.5902109505476,"Larval brain 1"
24539.400390625,31501,-136.908996582031,1725,2293,"Rx",2.03852276296062e-06,4.08240978327333,"Larval brain 1"
24657.80078125,31615.900390625,-127.486999511719,1061.5,1751,"Optix",2.37643343629649e-06,5.69658226469514,"Larval brain 1"
24649.69921875,31607.80078125,-126.407997131348,1431,2385,"Optix",2.95086606604495e-06,4.53075041780596,"Larval brain 1"
24643,31604.900390625,-135.52799987793,1025.5,1893,"Optix",1.2660319974914e-06,5.51378351711026,"Larval brain 1"
24550.19921875,31510.19921875,-131.434997558594,1509,2051,"Rx",2.16421323629917e-06,4.47331972182317,"Larval brain 1"
24539.69921875,31492.900390625,-112.169998168945,989,2131,"Optix",1.03654716205309e-06,5.7615029922676,"Larval brain 1"
24537.19921875,31491.900390625,-116.595001220703,1012,2263,"Optix",1.56698761933296e-06,5.5670691393341,"Larval brain 1"
24546.80078125,31512.599609375,-139.686004638672,2019,3049,"Rx",1.20518803868273e-06,4.43105159611817,"Larval brain 1"
24544.5,31503.099609375,-118.218002319336,1315,1847,"Optix",1.70693715487104e-06,6.61508268991798,"Larval brain 1"
24542.599609375,31508.400390625,-136.162002563477,1843,2927,"Rx",2.52835655402624e-06,5.22671554564823,"Larval brain 1"
24539.599609375,31504.599609375,-138.399993896484,1711,2673,"Rx",1.64152534458454e-06,4.40133989154631,"Larval brain 1"
24541.30078125,31492.5,-125.630996704102,817.5,2497,"Optix",1.96532949492262e-06,4.65250484079467,"Larval brain 1"
24659.30078125,31611.80078125,-125.101997375488,1219,1843,"Optix",2.47267068322728e-06,5.49464169918801,"Larval brain 1"
24657.099609375,31611.099609375,-128.391998291016,1431,2349,"Optix",2.51349507640885e-06,4.80215684100225,"Larval brain 1"
24652.900390625,31606.80078125,-131.016998291016,1223.5,2543,"Optix",2.30824554278788e-06,5.39164070431956,"Larval brain 1"
24548,31496.19921875,-116.623001098633,1056.5,2223,"Optix",1.92425228989452e-06,5.37572390318585,"Larval brain 1"
24537.099609375,31483.30078125,-112.694000244141,987,1517,"Rx",1.07563551164224e-06,7.50411324036516,"Larval brain 1"
24553,31508.30078125,-134.285995483398,1959,2101,"Rx",2.37014885148987e-06,4.41137243401064,"Larval brain 1"
24643.5,31596.69921875,-118.702003479004,1381,2173,"Optix",2.05375105068893e-06,5.09928413367585,"Larval brain 1"
24545.099609375,31498.900390625,-127.024002075195,853.5,2669,"Optix",2.03405371393754e-06,4.19328689845425,"Larval brain 1"
24548.69921875,31509.099609375,-139.173004150391,2177,2870,"Rx",1.37168238809625e-06,5.05365304309832,"Larval brain 1"
24545.80078125,31492.30078125,-113.213996887207,979.5,2089,"Optix",1.27905847154961e-06,4.88591642734947,"Larval brain 1"
24550.900390625,31509.5,-135.483001708984,1979,2379,"Rx",2.40754547047456e-06,4.23496112049519,"Larval brain 1"
24651.69921875,31603.80078125,-122.919998168945,1317,2270,"Optix",2.90613359892653e-06,4.50157381785914,"Larval brain 1"
24641.599609375,31597.099609375,-122.403999328613,1387,2331,"Optix",2.87104842567035e-06,4.63531191192153,"Larval brain 1"
24644,31601,-130.031997680664,1187,2095,"Optix",2.26206445063074e-06,5.1261425847775,"Larval brain 1"
24541.69921875,31495.5,-118.337997436523,1021,2633,"Optix",1.88102489772047e-06,5.19842831310346,"Larval brain 1"
24540.400390625,31485.400390625,-106.018997192383,1030,1355,"Rx",3.55749972243156e-07,8.62836666212059,"Larval brain 1"
24653.19921875,31607.19921875,-126.357002258301,1445,2485,"Rx",2.98365444007813e-06,4.32079913262907,"Larval brain 1"
24648.30078125,31602.30078125,-120.258003234863,1390.5,1973,"Optix",2.4817053134442e-06,5.27073496250231,"Larval brain 1"
24536.80078125,31494.400390625,-125.653999328613,857.5,2574,"Optix",1.8623937427732e-06,4.58356169260443,"Larval brain 1"
24538.80078125,31492.19921875,-124.174003601074,817,2433,"Optix",1.92352412993834e-06,5.05909981876706,"Larval brain 1"
24645.30078125,31600.5,-135.091995239258,1025,1991,"Optix",1.52593114758293e-06,5.2385815606355,"Larval brain 1"
24645.19921875,31597.19921875,-133.927001953125,1057,2127,"Optix",1.78594282078425e-06,4.49747232392768,"Larval brain 1"
24653.900390625,31601.099609375,-125.01000213623,1265,2501,"Optix",3.10309381101711e-06,4.00323719146165,"Larval brain 1"
24556.400390625,31500,-120.234001159668,1065,1979,"Optix",2.36997324872775e-06,5.42939498140275,"Larval brain 1"
24541.69921875,31486.900390625,-117.522003173828,817.5,2045,"Optix",1.86243696333786e-06,5.7122141415105,"Larval brain 1"
24551.69921875,31499.30078125,-126.160003662109,695.5,2473,"Optix",2.16838656736081e-06,4.96368839948453,"Larval brain 1"
24546.900390625,31490.400390625,-116.532997131348,853.5,2435,"Optix",1.94134220650785e-06,4.12983641312701,"Larval brain 1"
24547.30078125,31495.900390625,-120.859001159668,857.5,2698,"Optix",2.23646252146769e-06,4.47269564006063,"Larval brain 1"
24652.80078125,31599.900390625,-121.574996948242,1178.5,2091,"Optix",2.60682572876213e-06,4.35851280063014,"Larval brain 1"
24554.400390625,31507,-129.550994873047,1593,2009,"Rx",1.85701655982763e-06,5.33477369303906,"Larval brain 1"
24543,31496.69921875,-133.292007446289,797,2307,"Optix",2.31326178900097e-06,5.08450856214719,"Larval brain 1"
24543.80078125,31495.900390625,-126.045997619629,857,2881,"Optix",2.09673631081311e-06,4.32979822050634,"Larval brain 1"
24549,31500.19921875,-129.117004394531,776.5,2633,"Optix",1.96486139092728e-06,4.45330659028561,"Larval brain 1"
24645.19921875,31598,-128.42399597168,1219,2217,"Optix",2.61967106521182e-06,5.0458109664512,"Larval brain 1"
24549.5,31498.099609375,-122.652000427246,893.5,2547,"Optix",2.30984173954669e-06,4.41346000954977,"Larval brain 1"
24545.19921875,31496.30078125,-129.600006103516,781.5,2715,"Optix",1.9387481439235e-06,4.46026851501122,"Larval brain 1"
24649.400390625,31596.80078125,-119.990997314453,1192.5,2190,"Optix",2.22865092730889e-06,5.05273498747825,"Larval brain 1"
24549.19921875,31502.900390625,-132.154998779297,1137,2461,"Optix",2.28300976087981e-06,5.38864918316869,"Larval brain 1"
24542.599609375,31489.69921875,-118.252998352051,857.5,2425,"Optix",1.91911245201644e-06,4.9430660539566,"Larval brain 1"
24644.5,31593.80078125,-123.486999511719,1427,2371,"Optix",2.96393489044938e-06,4.16882188260673,"Larval brain 1"
24664,31616.099609375,-127.400001525879,1187,1513,"Rx",2.08198786588465e-06,6.56094498100805,"Larval brain 1"
24644.599609375,31594,-120.24299621582,1423,2337,"Optix",2.44107448674556e-06,4.08582910941318,"Larval brain 1"
24549.30078125,31489.900390625,-125.18399810791,773,2211,"Optix",2.13424967366401e-06,4.99264589088737,"Larval brain 1"
24549.599609375,31495.30078125,-123.411003112793,853.5,2723,"Optix",2.34258985715504e-06,4.55032899636193,"Larval brain 1"
24660.5,31605.099609375,-128.149993896484,1395,2676,"Optix",2.69929488650432e-06,4.48650521526673,"Larval brain 1"
24657.69921875,31602.80078125,-125.237998962402,1631,2679,"Rx",2.90527329125506e-06,4.13208064067286,"Larval brain 1"
24646.69921875,31593.69921875,-130.895004272461,1355,2339,"Optix",2.32243942429001e-06,4.72110146179779,"Larval brain 1"
24545.5,31490,-123.064002990723,857.5,2439,"Optix",2.110911497584e-06,5.74837061335218,"Larval brain 1"
24551.5,31490.69921875,-114.557998657227,853.5,2271,"Optix",1.63502537225598e-06,4.9244597057844,"Larval brain 1"
24646.69921875,31591.400390625,-126.737998962402,1426.5,2353,"Optix",2.88253994498957e-06,3.65631298697543,"Larval brain 1"
24547.19921875,31488,-115.751998901367,853,2221,"Optix",1.85843484177638e-06,4.42949504479111,"Larval brain 1"
24668.599609375,31612.30078125,-124.346000671387,1340.5,1309,"Rx",1.69107595997807e-06,7.62186958312899,"Larval brain 1"
24647.30078125,31594.099609375,-127.012001037598,1509,2349,"Vsx",2.90371620300518e-06,3.78575528032668,"Larval brain 1"
24661.69921875,31609.80078125,-132.692001342773,1315,2269,"Optix",1.97625363998036e-06,5.1873906429496,"Larval brain 1"
24657.30078125,31607.69921875,-132.660995483398,1503,2547,"Rx",2.07194458124429e-06,5.14120555667155,"Larval brain 1"
24646.19921875,31590.900390625,-120.072998046875,1503,2009,"Vsx",2.21579549428502e-06,4.66199880622398,"Larval brain 1"
24647.900390625,31592.19921875,-124.71900177002,1503.5,2257,"Vsx",3.04840158385737e-06,3.78044788464093,"Larval brain 1"
24566.599609375,31502.900390625,-109.529998779297,1868,1183.5,"Rx",3.71927952719635e-07,13.0385798608955,"Larval brain 1"
24656.599609375,31599.80078125,-122.805999755859,1431,2159,"Optix",2.67635999461424e-06,3.78065419925079,"Larval brain 1"
24645.19921875,31595.19921875,-136.141998291016,1137.5,2091,"Optix",1.36096271358414e-06,4.89398595225898,"Larval brain 1"
24653.099609375,31600.400390625,-129.139999389648,1101,2331,"Optix",2.79960227420456e-06,5.58352071925539,"Larval brain 1"
24545.5,31498.400390625,-134.147994995117,893,2551,"Optix",2.33945313214095e-06,4.99059944679193,"Larval brain 1"
24555.400390625,31505.30078125,-133.026992797852,1589,2019,"Rx",2.15079909615673e-06,5.19443239136906,"Larval brain 1"
24652.19921875,31595.30078125,-120.123001098633,1300.5,1857,"Optix",2.1386879932454e-06,5.40648305935701,"Larval brain 1"
24551.69921875,31504.19921875,-139.223007202148,2105,2163,"Rx",1.18616745087106e-06,6.1006848784946,"Larval brain 1"
24661.30078125,31609.599609375,-129.04899597168,1412,2545,"Optix",2.39411676122528e-06,4.41551711271136,"Larval brain 1"
24657.099609375,31605.900390625,-128.029998779297,1635,2845,"Rx",2.76962872989766e-06,4.41114783445534,"Larval brain 1"
24553.69921875,31497.900390625,-134.485992431641,700.5,2497,"Optix",2.0823750104149e-06,4.51698533765931,"Larval brain 1"
24550.69921875,31484.900390625,-114.083000183105,893.5,2147,"Optix",1.58537404370158e-06,5.23410445414687,"Larval brain 1"
24556,31490.400390625,-115.383003234863,883,2224,"Optix",1.83960563589535e-06,4.71585358593087,"Larval brain 1"
24552.099609375,31490.900390625,-125.907997131348,898.5,2551,"Optix",2.1336567441928e-06,4.30869772558142,"Larval brain 1"
24631.5,31569.69921875,-123.963996887207,1761,979,"Vsx",1.40522244001796e-06,20.1562106147529,"Larval brain 1"
24542.5,31477.30078125,-115.199996948242,1427,1395,"Rx",1.4765005409695e-06,7.15234510029955,"Larval brain 1"
24647.30078125,31588,-125.495002746582,1441,2343,"Vsx",2.95408899961651e-06,4.5782198607327,"Larval brain 1"
24664.099609375,31606.80078125,-130.723999023438,1463,2343,"Rx",2.29327765046118e-06,4.51651784448367,"Larval brain 1"
24646.30078125,31590.099609375,-134.130004882812,1179,2087,"Optix",1.92400398589514e-06,5.28252273167308,"Larval brain 1"
24559.69921875,31498.19921875,-120.490997314453,821.5,2215,"Optix",2.57761135577182e-06,4.67526680123022,"Larval brain 1"
24548.30078125,31480.900390625,-109.771003723145,1345.5,1599,"Rx",6.81953133630858e-07,6.41123947836681,"Larval brain 1"
24556.5,31498.30078125,-129.287994384766,731.5,2425,"Optix",1.8441830874691e-06,5.03504090473414,"Larval brain 1"
24658,31602.30078125,-131.283996582031,1631,2795,"Rx",2.5021149458315e-06,4.77872070124492,"Larval brain 1"
24550.5,31495.69921875,-132.102005004883,736.5,2537,"Optix",2.03749302062711e-06,4.94318240547542,"Larval brain 1"
24547.30078125,31483.80078125,-116.324996948242,857.5,1873,"Optix",1.91036021671902e-06,5.41320884967176,"Larval brain 1"
24655.599609375,31596.900390625,-125.01000213623,1341,2349,"Optix",3.06781203055301e-06,4.7006965846498,"Larval brain 1"
24547.099609375,31478.400390625,-104.345001220703,1106.5,1345,"Rx",2.39108232262028e-07,7.74337396390136,"Larval brain 1"
24549.69921875,31497.80078125,-135.914993286133,695,2345,"Optix",2.05002661816985e-06,4.95987212143265,"Larval brain 1"
24550.69921875,31490.400390625,-118.80899810791,776.5,2669,"Optix",2.3012999697793e-06,4.49128314760377,"Larval brain 1"
24553.099609375,31501.69921875,-135.921997070312,731.5,2382,"Optix",2.0426520798552e-06,4.70677389841494,"Larval brain 1"
24541.5,31475.099609375,-107.694000244141,1549,1187,"Rx",4.39770145776665e-07,9.08673005166188,"Larval brain 1"
24554.599609375,31496.400390625,-121.496002197266,857.5,2529,"Optix",2.50331147450455e-06,5.02324106430344,"Larval brain 1"
24645.80078125,31587.30078125,-120.63200378418,1761,2051,"Vsx",2.27061323291473e-06,5.40264439177344,"Larval brain 1"
24558.400390625,31496,-119.207000732422,857.5,2307,"Optix",2.53191247961776e-06,4.00561465058625,"Larval brain 1"
24659.80078125,31600.19921875,-123.870002746582,1667,2123,"Rx",2.6814954360526e-06,4.61754444178704,"Larval brain 1"
24667.80078125,31603.099609375,-129.078002929688,1197,1943,"Optix",2.34105641202285e-06,5.05724085585972,"Larval brain 1"
24664.400390625,31603.30078125,-134.332000732422,1345,2339,"Optix",2.0236284132619e-06,5.39526705714898,"Larval brain 1"
24561,31497.30078125,-130.341003417969,1065,2547,"Optix",1.73769571797221e-06,4.87264785177949,"Larval brain 1"
24563.099609375,31500.5,-136.063995361328,934.5,2005,"Optix",1.54634737892764e-06,5.74263487066011,"Larval brain 1"
24545.30078125,31477.19921875,-117.886001586914,1549,1423,"Rx",1.69543810497031e-06,6.95059791344746,"Larval brain 1"
24557.400390625,31499.900390625,-135.167999267578,817.5,2177,"Optix",1.91767818480444e-06,4.82622955652416,"Larval brain 1"
24650.19921875,31582.400390625,-121.515998840332,1761,2101,"Vsx",2.34551046424441e-06,4.95474256684646,"Larval brain 1"
24559.400390625,31493,-122.394996643066,738.5,2659,"Optix",2.60883806420713e-06,4.77295359113137,"Larval brain 1"
24555.69921875,31486.19921875,-115.080001831055,812.5,2091,"Optix",1.84985232597728e-06,5.17429525977311,"Larval brain 1"
24554.900390625,31489.900390625,-125.404998779297,853.5,2623,"Optix",2.21053002795772e-06,4.37830184482996,"Larval brain 1"
24672.099609375,31607,-125.358001708984,1219,1463,"Rx",1.71097876207281e-06,6.23708662126167,"Larval brain 1"
24661.80078125,31599.69921875,-127.914001464844,1481,2555,"Vsx",2.82972997960974e-06,5.11603511150214,"Larval brain 1"
24661.19921875,31601.5,-133.214996337891,1473,2543,"Rx",2.35618581051615e-06,4.85686006792312,"Larval brain 1"
24551.69921875,31478.69921875,-108.53800201416,1167.5,1563,"Rx",5.36199869338462e-07,5.71302996289782,"Larval brain 1"
24657.400390625,31591.400390625,-124.209999084473,1651,2124,"Vsx",2.98063600444947e-06,4.03998614697668,"Larval brain 1"
24648.30078125,31592.30078125,-138.445007324219,1137,1893,"Optix",8.64360437310692e-07,6.51558849198482,"Larval brain 1"
24646.80078125,31587.5,-131.621002197266,1265,2253,"Optix",2.28202537292133e-06,5.53888073546746,"Larval brain 1"
24556.599609375,31494,-125.997001647949,812.5,2715,"Optix",2.23642268864338e-06,4.74728867525768,"Larval brain 1"
24559.099609375,31497.19921875,-126.075996398926,812.5,2547,"Optix",2.27300673042184e-06,4.61040341253251,"Larval brain 1"
24657.400390625,31593.69921875,-122.61799621582,1273.5,2051,"Optix",2.65135644591938e-06,4.6877344765683,"Larval brain 1"
24650.30078125,31585.5,-120.848999023438,1653,2101,"Vsx",2.20588644991724e-06,4.67989123826171,"Larval brain 1"
24550.900390625,31485.400390625,-120.137001037598,857.5,2375,"Optix",2.27951123234615e-06,5.3221471266059,"Larval brain 1"
24655.099609375,31588.80078125,-121.321998596191,1264.5,1923,"Optix",2.32115641546466e-06,4.7833396264055,"Larval brain 1"
24667.19921875,31607,-127.910003662109,1229,1802,"Optix",2.26207928081183e-06,5.07794873087726,"Larval brain 1"
24553.900390625,31490,-119.424003601074,857.5,2679,"Optix",2.4141957308814e-06,4.8281971333473,"Larval brain 1"
24558.099609375,31492.69921875,-117.712997436523,893,2587,"Optix",2.3298095872893e-06,4.64065644150277,"Larval brain 1"
24657.5,31597.69921875,-131.09700012207,1391,2480,"Optix",2.66686158898565e-06,5.60078378238279,"Larval brain 1"
24552.099609375,31494.5,-128.36799621582,736.5,2597,"Optix",1.90983741765437e-06,4.92298014355129,"Larval brain 1"
24568.80078125,31495.30078125,-119.422996520996,893.5,2451,"Optix",2.70851238459359e-06,4.70571650883207,"Larval brain 1"
24567.099609375,31492.30078125,-119.692001342773,812.5,2485,"Optix",2.72828508806801e-06,4.52396239275006,"Larval brain 1"
24559.30078125,31485.80078125,-120.224998474121,776.5,2511,"Optix",2.60660876150408e-06,4.60450242676197,"Larval brain 1"
24563.5,31496.900390625,-125.470001220703,893,2673,"Optix",2.39800978963095e-06,4.82323651581316,"Larval brain 1"
24560.19921875,31497.80078125,-136.436996459961,907,2413,"Optix",1.56917881604176e-06,3.97922299395877,"Larval brain 1"
24659.19921875,31590.19921875,-130.977005004883,1847,2339,"Vsx",2.8924322380799e-06,5.27797365074202,"Larval brain 1"
24571.5,31498.900390625,-119.975997924805,939.5,2299,"Optix",2.64599992190695e-06,5.07115684821496,"Larval brain 1"
24561,31490.099609375,-125.121002197266,731.5,2407,"Optix",2.35103992225413e-06,5.02065404531764,"Larval brain 1"
24560.5,31495.5,-137.404998779297,898.5,2127,"Optix",1.26202866409057e-06,4.66350720206243,"Larval brain 1"
24577.69921875,31508.30078125,-121.157997131348,1029.5,1301,"Rx",2.21859199145267e-06,9.53562150468886,"Larval brain 1"
24663.900390625,31595.80078125,-128.522994995117,1593,2587,"Vsx",2.79190271228989e-06,4.73431192023809,"Larval brain 1"
24666.19921875,31597.69921875,-130.281997680664,1426.5,2217,"Optix",2.56352699905374e-06,4.3676670272284,"Larval brain 1"
24567.80078125,31499.400390625,-130.059005737305,1137.5,2223,"Optix",1.59929169061027e-06,5.75929722597298,"Larval brain 1"
24660,31593.19921875,-127.234001159668,1549,2573,"Vsx",3.00038227386922e-06,4.9219987111089,"Larval brain 1"
24648.099609375,31584.099609375,-127.649002075195,1583,2185,"Vsx",2.73891159971729e-06,5.09249271808436,"Larval brain 1"
24556.80078125,31488,-124.23999786377,935,2755,"Optix",2.37128270903242e-06,4.40023205755987,"Larval brain 1"
24650.80078125,31584.099609375,-125.273002624512,1721,2257,"Vsx",3.04283188949311e-06,4.56303604533022,"Larval brain 1"
