"x","y","z","vsx_rx","optix","domain","density","knnd","sample"
27782,28851.599609375,-100.583000183105,1057,2209,"Optix",2.28230304624808e-06,4.35228437385294,"Larval brain 3"
27754.19921875,28878.19921875,-92.9673004150391,1065,2045,"Optix",1.02120185969775e-06,6.1226870787612,"Larval brain 3"
27769.900390625,28861.30078125,-97.9644012451172,736.5,1929,"Optix",2.04842515831805e-06,5.15594738729679,"Larval brain 3"
27785.30078125,28847.599609375,-100.205001831055,1146.5,1811,"Optix",2.24346767301048e-06,4.55796780799764,"Larval brain 3"
27880.80078125,28753,-103.272003173828,2087,1721,"Vsx",1.90638250480376e-06,4.04260272432615,"Larval brain 3"
27868.80078125,28767.599609375,-105.856002807617,2791,2041,"Vsx",2.58386153126714e-06,4.65307918969194,"Larval brain 3"
27868.599609375,28765,-99.9326019287109,3021,2185,"Vsx",2.5188326686168e-06,4.70521090723165,"Larval brain 3"
27759.69921875,28874.599609375,-97.6726989746094,977,2303,"Optix",1.62581380524542e-06,4.61572171716023,"Larval brain 3"
27789.400390625,28846.69921875,-100.278999328613,1143,1995,"Optix",2.27351329031854e-06,4.57654843001238,"Larval brain 3"
27783,28861.599609375,-115.748001098633,853.5,1593,"Optix",5.55119550824351e-07,8.70709601765582,"Larval brain 3"
27861.5,28779.599609375,-112.023002624512,1503,1833,"Vsx",1.59199328987308e-06,6.21412383270164,"Larval brain 3"
27779.5,28848,-101.802001953125,1137,1879,"Optix",2.15093182511908e-06,5.07425755563509,"Larval brain 3"
27770.69921875,28857.400390625,-105.500999450684,979,2209,"Optix",1.81410163302933e-06,5.1513151708336,"Larval brain 3"
27767.30078125,28861.599609375,-105.839996337891,817.5,2127,"Optix",1.8279775095004e-06,5.05331847024312,"Larval brain 3"
27864.69921875,28762.599609375,-101.156997680664,2005,2087,"Vsx",2.82860586225034e-06,4.93703504209487,"Larval brain 3"
27856,28782.099609375,-123.358001708984,1359,1395,"Vsx",1.66955383471722e-07,9.9175137175667,"Larval brain 3"
27745.400390625,28879.400390625,-94.5839996337891,1183,1395,"Rx",8.92077994991624e-07,7.03958707352606,"Larval brain 3"
27864.900390625,28771.80078125,-121.649002075195,979.5,1268.5,"Vsx",2.18090438966666e-07,7.72560103706557,"Larval brain 3"
27858.900390625,28775.599609375,-116.541999816895,1391,1725,"Vsx",5.78305174252698e-07,6.54356543005173,"Larval brain 3"
27860.400390625,28767.099609375,-100.037002563477,2561,1995,"Vsx",2.52208080619157e-06,4.86578201514165,"Larval brain 3"
27749.69921875,28873.400390625,-91.4064025878906,937,1727,"Optix",8.26986812746275e-07,5.79658708611413,"Larval brain 3"
27872.19921875,28753.599609375,-97.8180999755859,1873,1807,"Vsx",2.23855180375932e-06,4.84833674147098,"Larval brain 3"
27762.900390625,28867,-103.624000549316,896,2479,"Optix",1.89957255959751e-06,5.48282464190585,"Larval brain 3"
27874.69921875,28755.69921875,-106.375999450684,1929,1887,"Vsx",1.88471246294566e-06,4.83979509018858,"Larval brain 3"
27771.80078125,28854.099609375,-98.3535995483398,934.5,1801,"Optix",1.95561909365724e-06,5.12674873757644,"Larval brain 3"
27742.599609375,28879.900390625,-85.7826995849609,1233,1473,"Rx",3.72692657606083e-07,6.90908408459982,"Larval brain 3"
27869.30078125,28758.900390625,-98.4768981933594,2537,1979,"Vsx",2.34158055991578e-06,4.62880311048508,"Larval brain 3"
27747,28875.400390625,-85.2490997314453,1265,1549,"Rx",4.14642553021625e-07,6.43864994546881,"Larval brain 3"
27884.19921875,28737,-86.6110992431641,1142.5,1259.5,"Rx",3.2225391934615e-07,8.43044393037452,"Larval brain 3"
27865.900390625,28760.900390625,-95.6127014160156,2213,1761,"Vsx",1.65738144878268e-06,5.03288923248987,"Larval brain 3"
27778.30078125,28857.099609375,-117.140998840332,934.5,1599,"Optix",6.58079633261986e-07,6.06634872234799,"Larval brain 3"
27762,28866.599609375,-99.6464004516602,857.5,2629,"Optix",1.93182777528106e-06,4.7576158987626,"Larval brain 3"
27756.30078125,28870.80078125,-93.3638000488281,943.5,2139,"Optix",1.13815673094289e-06,5.04212986075833,"Larval brain 3"
27873.599609375,28754.80078125,-101.108001708984,1921,1959,"Vsx",2.52614273668503e-06,4.58943737816558,"Larval brain 3"
27756.400390625,28872.80078125,-99.5675964355469,975,2217,"Optix",1.67063683181611e-06,5.32923037284955,"Larval brain 3"
27859.69921875,28776.19921875,-110.825996398926,1711,2015,"Vsx",1.71869101649993e-06,5.58086319207957,"Larval brain 3"
27781,28850.400390625,-103.639999389648,899,2281,"Optix",1.94084779240948e-06,4.50926729631585,"Larval brain 3"
27757.099609375,28870.900390625,-97.0914993286133,903,2431,"Optix",1.5400201415101e-06,4.01612577348459,"Larval brain 3"
27769.30078125,28860.80078125,-102.164001464844,813,2313,"Optix",2.23269339912843e-06,4.62644642776354,"Larval brain 3"
27869.19921875,28760.599609375,-102.248001098633,3479,2177,"Vsx",2.82037702827479e-06,4.47223384470524,"Larval brain 3"
27880,28748.30078125,-94.5311965942383,1231,1673,"Optix",1.28272353253607e-06,6.0995925288687,"Larval brain 3"
27882.30078125,28747,-97.3675003051758,1513,1675,"Vsx",1.56624152857634e-06,5.63687117389035,"Larval brain 3"
27766.900390625,28855.599609375,-102.393997192383,934.5,2287,"Optix",2.10091345877714e-06,3.58860819869695,"Larval brain 3"
27878.19921875,28742,-95.0406036376953,1431,1883,"Vsx",1.52943527793006e-06,5.3861900583465,"Larval brain 3"
27877,28747.30078125,-103.600997924805,1549,2015,"Vsx",1.94066092070353e-06,5.19678892668905,"Larval brain 3"
27875,28750.900390625,-105.741996765137,1933,2045,"Vsx",1.79625017869795e-06,5.39752246052322,"Larval brain 3"
27768.69921875,28854.5,-99.5751037597656,1106.5,1965,"Optix",2.05149059255671e-06,4.08200016901675,"Larval brain 3"
27861,28766.19921875,-111.404998779297,1391,1829,"Vsx",1.35718121858007e-06,5.62545822216549,"Larval brain 3"
27858.30078125,28764.30078125,-99.842399597168,2287,2101,"Vsx",2.49246176800401e-06,4.46296541705573,"Larval brain 3"
27860,28771.30078125,-114.668998718262,1390.5,1929,"Vsx",8.1909597963176e-07,5.75328502181785,"Larval brain 3"
27765.400390625,28859.400390625,-100.380996704102,1020.5,2293,"Optix",2.11171810726968e-06,4.82035229639227,"Larval brain 3"
27761.80078125,28860.900390625,-98.193603515625,939.5,2043,"Optix",1.83328392905888e-06,5.62198085939588,"Larval brain 3"
27880,28735.30078125,-83.8572006225586,1304.5,1259,"Rx",2.27453278717871e-07,8.30146453783333,"Larval brain 3"
27866.69921875,28763.80078125,-115.22200012207,1183.5,1438.5,"Vsx",6.33767842173335e-07,8.28432448402475,"Larval brain 3"
27861.69921875,28761.099609375,-98.4362030029297,2081,1933,"Vsx",2.42112713463785e-06,4.23485571919889,"Larval brain 3"
27744.30078125,28875.400390625,-90.4207000732422,943,1851,"Optix",6.27165253667413e-07,5.51900323219019,"Larval brain 3"
27775.19921875,28848,-99.0042037963867,1187,1671,"Optix",1.96015244739304e-06,6.51012119782347,"Larval brain 3"
27868.900390625,28760.19921875,-107.838996887207,3275,2045,"Vsx",1.91059520827754e-06,6.10123313261965,"Larval brain 3"
27878.69921875,28744.099609375,-99.9523010253906,1304.5,1969,"Vsx",1.98100584513457e-06,5.41309307454027,"Larval brain 3"
27866.099609375,28756.30078125,-98.1866989135742,1801,2077,"Vsx",2.43109819958018e-06,4.42033080643692,"Larval brain 3"
27780.19921875,28852.099609375,-113.724998474121,899,1973,"Optix",8.53952799792766e-07,5.73493303784818,"Larval brain 3"
27755.5,28867.80078125,-97.2908020019531,853,2231,"Optix",1.50396282830171e-06,4.6007504922614,"Larval brain 3"
27878.19921875,28741.30078125,-90.7795028686523,1229,1599,"Optix",7.86186744587512e-07,5.99542792682243,"Larval brain 3"
27859.599609375,28771.80078125,-108.290000915527,1837,2105,"Vsx",2.11250220236168e-06,5.33981792474907,"Larval brain 3"
27862.5,28758.80078125,-96.1091003417969,2293,1983,"Vsx",1.95944975482371e-06,3.66744632717381,"Larval brain 3"
27868.69921875,28756.599609375,-102.028999328613,1761,1998,"Vsx",2.76290721760489e-06,4.20074456243734,"Larval brain 3"
27874.30078125,28750.5,-98.9701995849609,1645,1969,"Vsx",2.3117768888006e-06,4.7902686724492,"Larval brain 3"
27778.30078125,28851.19921875,-108.799003601074,979,2141,"Optix",1.23076289041901e-06,5.69332428900696,"Larval brain 3"
27857,28769.599609375,-104.396003723145,2041,1965,"Vsx",2.61572248998227e-06,4.77060598037644,"Larval brain 3"
27865.5,28751.5,-94.6233978271484,1513,1801,"Vsx",1.80062047200281e-06,5.38554983457051,"Larval brain 3"
27872.900390625,28743.69921875,-94.3002014160156,1725,2041,"Vsx",1.67273668763027e-06,5.46277764302196,"Larval brain 3"
27856.599609375,28767.099609375,-102.484001159668,2217,2087,"Vsx",2.63912427194572e-06,4.83464483198929,"Larval brain 3"
27754.099609375,28866.900390625,-102.892997741699,783.5,2137,"Optix",1.75281570112487e-06,5.26498299861791,"Larval brain 3"
27739,28877.30078125,-92.0643005371094,1187,1513,"Optix",5.94091129037942e-07,7.05064072316598,"Larval brain 3"
27776.099609375,28851.30078125,-116.074996948242,899,1959,"Optix",8.85973129458009e-07,4.24659944902399,"Larval brain 3"
27765.80078125,28857.19921875,-105.646003723145,853.5,2445,"Optix",1.87242627222053e-06,4.07887197259327,"Larval brain 3"
27870.099609375,28754.69921875,-105.25,1801,2015,"Vsx",2.22994416205826e-06,5.29866066312411,"Larval brain 3"
27770.80078125,28851.900390625,-103.013000488281,1025,2221,"Optix",2.03300385021926e-06,4.90422664104817,"Larval brain 3"
27871.599609375,28748.30078125,-97.4001007080078,1473,2139,"Vsx",2.33656689060564e-06,4.84170413071492,"Larval brain 3"
27774.400390625,28853.599609375,-116.148002624512,857,1973,"Optix",9.03349219351965e-07,4.0985902840202,"Larval brain 3"
27857.5,28768.5,-108.75,1785,2051,"Vsx",1.81849915746109e-06,4.70354864914026,"Larval brain 3"
27755.80078125,28862.400390625,-98.282600402832,898.5,1883,"Optix",1.62557044924825e-06,5.17380960746911,"Larval brain 3"
27762.80078125,28862.400390625,-104.526000976562,812.5,2293,"Optix",1.96182703593403e-06,5.26571159231516,"Larval brain 3"
27774.099609375,28853.099609375,-111.311996459961,934.5,2209,"Optix",1.15749602021451e-06,4.42814762769111,"Larval brain 3"
27752.19921875,28868.5,-93.9088973999023,979,2159,"Optix",1.07364671645499e-06,4.99975451297037,"Larval brain 3"
27751.30078125,28868.099609375,-97.6787033081055,934.5,2258,"Optix",1.37577109043685e-06,4.4801711574448,"Larval brain 3"
27861.80078125,28767.19921875,-117.245002746582,1264.5,1707,"Optix",4.58055034201147e-07,6.44632114023571,"Larval brain 3"
27766.400390625,28853.69921875,-100.907997131348,1101,2017,"Optix",2.03772570020466e-06,3.87842148664544,"Larval brain 3"
27745.400390625,28873.400390625,-93.9192962646484,898.5,1937,"Optix",9.18513088292272e-07,5.84296572432766,"Larval brain 3"
27858.900390625,28765.400390625,-107.516998291016,1721,2009,"Vsx",2.03715538130814e-06,4.74355143753792,"Larval brain 3"
27757.599609375,28864.900390625,-104.579002380371,690.5,2084,"Optix",1.8713297382383e-06,5.09335411545901,"Larval brain 3"
27852.400390625,28777.69921875,-121.661003112793,1304.5,1463,"Vsx",2.30034074164333e-07,10.626607894218,"Larval brain 3"
27774.5,28851.099609375,-104.110000610352,1137,2231,"Optix",1.91371691419709e-06,5.11344829952219,"Larval brain 3"
27860.599609375,28758.19921875,-95.6914978027344,2281,1833,"Vsx",1.85687287514602e-06,3.90690047506549,"Larval brain 3"
27867.5,28753.400390625,-99.8545989990234,1553.5,2121,"Vsx",2.69136319557047e-06,4.45283374573674,"Larval brain 3"
27856.900390625,28756.900390625,-96.9022979736328,1718,1801,"Vsx",2.16362185233948e-06,4.57056014559761,"Larval brain 3"
27768.400390625,28851.5,-108.508003234863,853,2335,"Optix",1.5625865253575e-06,4.78621389034484,"Larval brain 3"
27763.69921875,28856.400390625,-108.401000976562,817.5,2375,"Optix",1.65091235927847e-06,4.08160542551945,"Larval brain 3"
27857.80078125,28761.30078125,-107.803001403809,1589,2009,"Vsx",1.80578605806714e-06,4.87765427254453,"Larval brain 3"
27875.80078125,28738.400390625,-97.8916015625,1427,1965,"Vsx",2.02835057043101e-06,5.82009603351646,"Larval brain 3"
27755,28861.099609375,-100.956001281738,964.5,2263,"Optix",1.83155199540381e-06,4.11273054252373,"Larval brain 3"
27762.099609375,28855.599609375,-101.282997131348,943.5,2041,"Optix",1.97906332239938e-06,4.92952720503955,"Larval brain 3"
27869.69921875,28749,-102.440002441406,1679,2221,"Vsx",2.52753721803822e-06,5.24386143604732,"Larval brain 3"
27764.69921875,28854,-104.777000427246,898.5,2343,"Optix",1.93536670443444e-06,3.85524080285319,"Larval brain 3"
27759.19921875,28859.400390625,-107.396003723145,775,2179,"Optix",1.80627433104427e-06,4.1909379193315,"Larval brain 3"
27757.599609375,28857.900390625,-99.8640975952148,1021,2093,"Optix",1.79695474091435e-06,4.41638233614238,"Larval brain 3"
27865.30078125,28751.900390625,-102.710998535156,1345,1857,"Vsx",2.6505301654121e-06,5.27075394577766,"Larval brain 3"
27874.5,28743.599609375,-101.986999511719,1265,2009,"Optix",2.17232558812788e-06,5.18333708729321,"Larval brain 3"
27773,28850,-112.853996276855,772.5,2177,"Optix",1.16556640787344e-06,4.28298750065037,"Larval brain 3"
27857.400390625,28760.400390625,-99.4421997070312,2167,1873,"Vsx",2.52150397860849e-06,4.11396741420647,"Larval brain 3"
27862.400390625,28754.80078125,-95.446403503418,1675,1915,"Vsx",1.96974294307028e-06,4.68362410824249,"Larval brain 3"
27772.80078125,28851.900390625,-115.23999786377,862.5,2151,"Optix",1.04464223156846e-06,3.35683563316628,"Larval brain 3"
27748.19921875,28869.19921875,-97.6886978149414,893.5,1971,"Optix",1.25592786802708e-06,5.39201689766099,"Larval brain 3"
27772.400390625,28851.30078125,-108.069999694824,935,2379,"Optix",1.47461444645033e-06,4.58510628776477,"Larval brain 3"
27759.5,28855.900390625,-109.00700378418,817.5,2321,"Optix",1.71179015568956e-06,4.08441416828225,"Larval brain 3"
27754.5,28856.69921875,-101.231002807617,1015.5,1959,"Optix",1.75086537050806e-06,4.52006625380252,"Larval brain 3"
27736.400390625,28871.80078125,-95.0610961914062,1137.5,1427,"Rx",6.90563676887132e-07,7.58261096972102,"Larval brain 3"
27873.80078125,28732.30078125,-85.9759979248047,1107,1571,"Optix",3.89187619037074e-07,7.54497992641398,"Larval brain 3"
27870.80078125,28739.599609375,-95.1212005615234,1381,2165,"Vsx",2.01813019090703e-06,4.47369393248311,"Larval brain 3"
27767.69921875,28851.400390625,-117.346000671387,1151,1887,"Optix",1.09604015075368e-06,4.59740048952739,"Larval brain 3"
27857.19921875,28760.099609375,-103.540000915527,1675,2019,"Vsx",2.5665038114382e-06,4.84070938774767,"Larval brain 3"
27857,28758.19921875,-107.460998535156,1305,1893,"Vsx",1.75927834205966e-06,5.02116767271064,"Larval brain 3"
27855.599609375,28757.30078125,-99.0168991088867,1549,1887,"Vsx",2.47729716723399e-06,4.33911687086852,"Larval brain 3"
27867.900390625,28745.19921875,-103.927001953125,1605,2005,"Vsx",2.17643443256754e-06,5.32342487087215,"Larval brain 3"
27749.599609375,28862.30078125,-96.6699981689453,1143,1965,"Optix",1.22623038335234e-06,5.80561458778872,"Larval brain 3"
27764.599609375,28854.19921875,-111.693000793457,853.5,2452,"Optix",1.42148926353066e-06,5.08504003293929,"Larval brain 3"
27748.69921875,28866.69921875,-101.648002624512,935,2127,"Optix",1.54048588332472e-06,5.13420705500361,"Larval brain 3"
27859.30078125,28758.5,-112.380996704102,1229,1751,"Optix",9.41050433069721e-07,6.08660685667232,"Larval brain 3"
27862.30078125,28749.400390625,-98.2798004150391,1431,2059,"Vsx",2.74633782516123e-06,5.21788836098209,"Larval brain 3"
27767.5,28850.900390625,-112.513000488281,817.5,2257,"Optix",1.36130525783666e-06,4.2833977385446,"Larval brain 3"
27753.69921875,28863.69921875,-106.069000244141,817.5,2263,"Optix",1.78455959393099e-06,4.70803675374736,"Larval brain 3"
27868.80078125,28739.900390625,-93.2557983398438,1439,1779,"Vsx",1.64027204880227e-06,5.44056129706626,"Larval brain 3"
27755.900390625,28860.599609375,-107.745002746582,817.5,2095,"Optix",1.79286612036416e-06,4.56073356296562,"Larval brain 3"
27773.599609375,28844.599609375,-109.987998962402,1437,1517,"Rx",1.25765972320441e-06,6.79036571072606,"Larval brain 3"
27758,28859.69921875,-103.274002075195,857,2263,"Optix",1.99829116574333e-06,4.45678586763612,"Larval brain 3"
27765.30078125,28850.599609375,-105.099998474121,857.5,2113,"Optix",1.89322037722309e-06,4.72392286945622,"Larval brain 3"
27875,28737.30078125,-91.9857025146484,1315,1847,"Vsx",1.1660975256274e-06,6.02308428703091,"Larval brain 3"
27866.900390625,28746.69921875,-95.674201965332,1521,2051,"Vsx",2.19128166598658e-06,5.81499590125876,"Larval brain 3"
27769.400390625,28852.30078125,-115.741996765137,813,2005,"Optix",1.12966951578485e-06,4.05861091367155,"Larval brain 3"
27871.5,28744.599609375,-99.6857986450195,1477,2223,"Vsx",2.51571916754769e-06,4.65090389669918,"Larval brain 3"
27760.30078125,28856,-106.21900177002,812.5,2339,"Optix",1.88869117971105e-06,4.13306765556345,"Larval brain 3"
27872.900390625,28734,-97.3217010498047,1355,1923,"Vsx",2.16394775217724e-06,5.49460208420757,"Larval brain 3"
27860.80078125,28745.5,-96.8031997680664,1345,2319,"Vsx",2.60050133645163e-06,4.94421061872432,"Larval brain 3"
27860,28752.599609375,-112.664001464844,975.5,1644,"Optix",7.75804584767322e-07,5.44925607960958,"Larval brain 3"
27758.80078125,28853.80078125,-112.684997558594,812.5,2257,"Optix",1.54060535568795e-06,4.89937019239611,"Larval brain 3"
27856.400390625,28749.19921875,-95.3570022583008,1305,1751,"Vsx",2.18917715139212e-06,5.52717946297132,"Larval brain 3"
27759.900390625,28850.19921875,-105.476997375488,1015,2005,"Optix",1.9103925877936e-06,5.32281528850864,"Larval brain 3"
27853.80078125,28751.69921875,-95.3143005371094,1387,1589,"Vsx",2.04077963534236e-06,5.52040277411819,"Larval brain 3"
27746.80078125,28862.69921875,-102.716003417969,939,2225,"Optix",1.58002804062969e-06,4.26327695140718,"Larval brain 3"
27744.19921875,28862.400390625,-94.7341003417969,1025,1685,"Optix",8.79730784988439e-07,6.53275259398244,"Larval brain 3"
27869.400390625,28740.80078125,-101.855003356934,1545,2203,"Vsx",2.32412775574899e-06,4.87273519805422,"Larval brain 3"
27856.80078125,28754.30078125,-104.96199798584,1304.5,1893,"Vsx",2.17313711531445e-06,5.11119127921288,"Larval brain 3"
27739.5,28867.30078125,-94.2335968017578,1097.5,1563,"Optix",7.23050940942778e-07,6.91112511635648,"Larval brain 3"
27756.900390625,28853.19921875,-104.075996398926,1020.5,2009,"Optix",1.92134204620711e-06,4.7307267658538,"Larval brain 3"
27749.400390625,28862,-105.769996643066,812.5,2257,"Optix",1.78275594190394e-06,4.60894533107984,"Larval brain 3"
27754.599609375,28856.400390625,-106.800003051758,812.5,2322,"Optix",1.86280817101e-06,4.25822666191852,"Larval brain 3"
27731.30078125,28872.30078125,-89.600700378418,1345,1269,"Rx",3.04559478593986e-07,10.6000631464042,"Larval brain 3"
27877.900390625,28723,-84.549201965332,1351,1106.5,"Rx",3.15871628517953e-07,9.29083856881491,"Larval brain 3"
27763.69921875,28848.900390625,-109.180000305176,896,2217,"Optix",1.67964737830863e-06,4.97343875230162,"Larval brain 3"
27863.599609375,28746.80078125,-101.960998535156,1549,2095,"Vsx",2.69023356564802e-06,4.8132009910286,"Larval brain 3"
27861.80078125,28754,-114.394996643066,1104,1643,"Optix",6.05870756592101e-07,6.56840605275154,"Larval brain 3"
27869.400390625,28740.69921875,-98.2865982055664,1509,2379,"Vsx",2.46691141305026e-06,4.25563046558005,"Larval brain 3"
27876.599609375,28728.099609375,-89.7619018554688,1351,1304.5,"Rx",7.56593465182203e-07,6.75400100915443,"Larval brain 3"
27750.30078125,28860.80078125,-100.400001525879,935,2163,"Optix",1.58863670708485e-06,4.86297256596441,"Larval brain 3"
27850.400390625,28749.5,-96.7938995361328,1345,1721,"Vsx",2.33493163353022e-06,4.69267930798068,"Larval brain 3"
27742.19921875,28858.80078125,-100.339996337891,1021,1887,"Optix",1.17729637437898e-06,5.35690604487822,"Larval brain 3"
27741.5,28861.099609375,-102.411003112793,934.5,1965,"Optix",1.33600322526519e-06,4.58115556298623,"Larval brain 3"
27755.69921875,28852.599609375,-108.250999450684,899,2351,"Optix",1.84821127826661e-06,4.52411420524395,"Larval brain 3"
27863.80078125,28739.400390625,-99.6175003051758,1387,2191,"Vsx",2.72284573970457e-06,5.61112998893564,"Larval brain 3"
27745.900390625,28859.80078125,-104.995002746582,893,2307,"Optix",1.67769695543149e-06,4.0751561076189,"Larval brain 3"
27852.5,28750.30078125,-102.200996398926,1503,2043,"Vsx",2.43403029645519e-06,3.86785623571838,"Larval brain 3"
27747.69921875,28857.900390625,-107.084999084473,893.5,2309,"Optix",1.78363823347294e-06,4.01287323655372,"Larval brain 3"
27870.19921875,28730.5,-93.2619018554688,1264.5,1797,"Optix",1.65269165679195e-06,5.34484623208594,"Larval brain 3"
27864,28745.5,-111.535003662109,893.5,1351,"Vsx",7.7831117547117e-07,7.35162092356988,"Larval brain 3"
27854.80078125,28750.599609375,-105.449996948242,1359,1883,"Vsx",1.91760526426333e-06,4.49380274955318,"Larval brain 3"
27869,28732.5,-96.1442031860352,1521,2015,"Vsx",2.23210840000849e-06,4.42245314419714,"Larval brain 3"
27739.5,28864.400390625,-98.9241027832031,975.5,1807,"Optix",9.71988418450088e-07,5.59744676824804,"Larval brain 3"
27760,28851.099609375,-111.083000183105,975,2443,"Optix",1.65311938509971e-06,4.85298772584705,"Larval brain 3"
27873.599609375,28725,-90.7624969482422,1229,1387,"Vsx",9.97701052182222e-07,6.34541360847878,"Larval brain 3"
27762.900390625,28844.400390625,-108.573997497559,1021,2055,"Optix",1.66106838932577e-06,6.85379396532041,"Larval brain 3"
27858.400390625,28749.900390625,-108.841003417969,1059,1771,"Optix",1.27453907434832e-06,4.8836030432628,"Larval brain 3"
27748,28857.099609375,-103.434997558594,1020.5,2291,"Optix",1.67498691415845e-06,3.91461945934246,"Larval brain 3"
27860.599609375,28742.400390625,-94.823600769043,1273,2245,"Optix",2.24434413112896e-06,5.28170246832991,"Larval brain 3"
27749.599609375,28855.30078125,-102.98999786377,1146.5,2051,"Optix",1.67457885975938e-06,4.012978395012,"Larval brain 3"
27751,28858.400390625,-109.61799621582,736.5,2045,"Optix",1.70478418808033e-06,4.80337606925573,"Larval brain 3"
27868.5,28736.599609375,-99.230598449707,1549,2271,"Vsx",2.46966006091005e-06,4.91300333900685,"Larval brain 3"
27862.099609375,28744.400390625,-101.149002075195,1326,2311,"Vsx",2.71581208097039e-06,5.07204159800902,"Larval brain 3"
27738.19921875,28869.099609375,-103.928001403809,1545,1315,"Rx",1.15230278224782e-06,8.45343135716666,"Larval brain 3"
27771.5,28843.30078125,-113.044998168945,1513,1679,"Rx",1.24000769499115e-06,6.74539024314367,"Larval brain 3"
27764.900390625,28849.80078125,-115.258003234863,896,2307,"Optix",1.36802448934424e-06,4.67530806366626,"Larval brain 3"
27743.30078125,28864.400390625,-100.91300201416,1025,2077,"Optix",1.27552030603196e-06,4.85501881271133,"Larval brain 3"
27853.80078125,28754.80078125,-101.482002258301,1401,1937,"Vsx",2.55766089590308e-06,5.01713363867802,"Larval brain 3"
27752.400390625,28856.80078125,-105.115997314453,939,2279,"Optix",1.84866358501581e-06,4.14750711405606,"Larval brain 3"
27753.19921875,28845.80078125,-106.263000488281,1309,2099,"Rx",1.80299585865006e-06,5.7493005475245,"Larval brain 3"
27850.19921875,28742,-94.418098449707,1259.5,1765,"Optix",2.11672598340429e-06,5.21897922362279,"Larval brain 3"
27767,28839.099609375,-117.196998596191,1825,1923,"Rx",1.33005332230286e-06,6.03328909036966,"Larval brain 3"
27764.30078125,28846.099609375,-120.001998901367,1793,2213,"Rx",8.93404363550756e-07,5.46746482895878,"Larval brain 3"
27732.30078125,28862.30078125,-96.0753021240234,1517,1509,"Rx",5.75045341230025e-07,7.2385335342848,"Larval brain 3"
27868.400390625,28727.69921875,-96.8195037841797,1431,2005,"Vsx",2.19994926313137e-06,5.17078045320712,"Larval brain 3"
27763.400390625,28836.69921875,-107.290000915527,1639,1549,"Rx",1.49004331361504e-06,8.26384218849671,"Larval brain 3"
27854.69921875,28741.19921875,-93.9206008911133,1264.5,1893,"Optix",2.04733599123573e-06,4.88856734482256,"Larval brain 3"
27851.5,28746.900390625,-103.077003479004,1179,2091,"Optix",2.19946387190076e-06,3.62461906552605,"Larval brain 3"
27860.099609375,28733.599609375,-95.1164016723633,1219.5,2037,"Optix",2.49599254358816e-06,4.93497721411961,"Larval brain 3"
27845.69921875,28761,-119.228996276855,2483,1309,"Vsx",2.04913119527831e-07,16.6945884264897,"Larval brain 3"
27753.19921875,28852.599609375,-110.794998168945,1015,2253,"Optix",1.74740649897559e-06,4.74563637820618,"Larval brain 3"
27754.69921875,28850.5,-113.901000976562,1021,2167,"Optix",1.65058065527171e-06,5.32585650515855,"Larval brain 3"
27746.400390625,28854,-107.627998352051,979.5,2358,"Optix",1.77410827773529e-06,3.98702358987621,"Larval brain 3"
27854.19921875,28744.400390625,-96.9962005615234,1301,1837,"Vsx",2.64517209030192e-06,5.3254723684462,"Larval brain 3"
27865,28734.5,-101.388000488281,1427,2303,"Vsx",2.29961795772968e-06,4.86580031478608,"Larval brain 3"
27857.099609375,28738.80078125,-94.5363998413086,1233,2183,"Optix",2.28919793562538e-06,4.92080718310313,"Larval brain 3"
27849.900390625,28748.599609375,-100.083999633789,1395,1935,"Vsx",2.49957438334405e-06,3.51211993499049,"Larval brain 3"
27865,28732.19921875,-96.4417037963867,1441,2257,"Vsx",2.46815801058627e-06,4.78044865913251,"Larval brain 3"
27756.30078125,28846.5,-110.587997436523,1266.5,2253,"Optix",1.80164119639368e-06,5.23302419203309,"Larval brain 3"
27762,28849.5,-119.017997741699,1269,2051,"Optix",1.06977756119257e-06,6.1571041072322,"Larval brain 3"
27749.30078125,28854.400390625,-109.829002380371,1020.5,2227,"Optix",1.78064256711839e-06,4.45844417166609,"Larval brain 3"
27855.80078125,28747,-105.78099822998,1437,1833,"Vsx",1.77648856606729e-06,4.93768369708609,"Larval brain 3"
27852.69921875,28747.69921875,-100.352996826172,1355,1981,"Vsx",2.64368845239662e-06,3.75495305983841,"Larval brain 3"
27768.400390625,28843.099609375,-119.206001281738,1837,1887,"Rx",9.62826008245338e-07,6.55221769346933,"Larval brain 3"
27862.400390625,28737.69921875,-93.9518966674805,1273,2001,"Optix",2.09928843455807e-06,5.56089259478995,"Larval brain 3"
27859.80078125,28747.599609375,-110.987998962402,1057,1811,"Optix",8.81123320383816e-07,5.12544423026773,"Larval brain 3"
27749.30078125,28852.5,-104.495002746582,1183,1944,"Optix",1.7441213909204e-06,4.69442422103447,"Larval brain 3"
27869.30078125,28725.900390625,-87.5238037109375,1146.5,1467,"Optix",5.99635054212715e-07,6.3970975364826,"Larval brain 3"
27748.69921875,28845.19921875,-107.293998718262,1517,2343,"Rx",1.7915388363956e-06,5.51835451520306,"Larval brain 3"
27732.900390625,28860.900390625,-110.394996643066,1359,1381,"Rx",1.22469451493312e-06,9.00236886174513,"Larval brain 3"
27866.30078125,28714.5,-82.2927017211914,1137,1151,"Rx",2.99775385072687e-07,10.3155467841044,"Larval brain 3"
27738.30078125,28853.099609375,-103.928001403809,1223.5,1807,"Optix",1.25103474272661e-06,5.53904529229669,"Larval brain 3"
